EventName, MovieName, Location , ZipCode, Phone, StartDate, EndDate, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Movies in the Parks at Chase,Ghostbusters,Chase Park,60640,(312) 742-7518,06/20/2014 09:00:00 PM,06/20/2014 10:47:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chase1/,http://www.chicagoparkdistrict.com/parks/Chase-Park/,Uptown,Yes,PG,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)",15,31,22616,559,18,13
Movies in the Parks at Murray,Lee Daniels' The Butler,Murray Playground Park,60636,(312) 747-6562,06/20/2014 09:00:00 PM,06/20/2014 11:12:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Murray/,http://www.chicagoparkdistrict.com/parks/Murray-Playground-Park/,West Englewood,Yes,PG-13,"1743 W. 73rd St. Chicago IL 60636
Chicago, IL 60636
(41.76119995, -87.66754913)",23,65,22257,433,31,17
Movies in the Parks at Douglas,Willy Wonka & the Chocolate Factory,Douglas Park,60623,(773) 762-2842,07/13/2014 08:30:00 PM,07/13/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Douglas1/,http://www.chicagoparkdistrict.com/parks/douglas-park/,North Lawndale,Yes,G,"1401 S. Sacramento Dr. Chicago IL 60623
Chicago, IL 60623
(41.86323547, -87.70204926)",57,30,21569,132,14,36
Family Movie Night at Russell Square,The Nut Job,Russell Square Park,60617,(312) 747-6651,07/28/2014 08:00:00 PM,07/28/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Russell-Square/,http://www.chicagoparkdistrict.com/parks/Russell-Square-Park/,South Chicago,No,PG,"3045 E. 83rd St. Chicago IL 60617
Chicago, IL 60617
(41.74466705, -87.54989624)",25,42,21202,506,47,43
Family Movie Night at Roberts Square,The Nut Job,Roberts Square Playlot Park,60630,(773) 685-3316,08/15/2014 08:00:00 PM,08/15/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Roberts-Square/,http://www.chicagoparkdistrict.com/parks/Roberts-Square-Playlot-Park/,Jefferson Park,N/A,PG,"5200 W. Argyle St. Chicago IL 60630
Chicago, IL 60630
(41.97188187, -87.75899506)",48,11,21869,129,50,20
Movies in the Parks at La Follette,Cloudy With a Chance of Meatballs 2,La Follette Park,60651,(773) 287-0541,08/30/2014 08:00:00 PM,08/30/2014 09:34:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-La-Follette/,http://www.chicagoparkdistrict.com/parks/La-Follette-Park/,Austin,Yes,PG,"1333 N. Laramie Ave. Chicago IL 60651
Chicago, IL 60651
(41.9053154, -87.75526428)",5,26,4299,600,45,4
Movies in the Parks at Oriole,Despicable Me 2,Oriole Park,60656,(773) 631-6197,06/28/2014 09:00:00 PM,06/28/2014 10:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oriole/,http://www.chicagoparkdistrict.com/parks/Oriole-Park/,Norwood Park,Yes,PG,"5430 N. Olcott Ave. Chicago IL 60656
Chicago, IL 60656
(41.97828293, -87.81445313)",31,36,4448,735,29,34
Movies in the Parks at Berger,The Thin Man,Berger Park Cultural Center,60660,(773) 761-0376,08/17/2014 08:00:00 PM,08/17/2014 09:33:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Berger1/,http://www.chicagoparkdistrict.com/parks/Berger-Park-Cultural-Center/,Edgewater,No,NR,"6205 N Sheridan Rd Chicago, IL 60660
Chicago, IL 60660
(41.99475861, -87.65554047)",14,76,4451,45,16,40
Movies in the Parks at Avondale,Rudy,Avondale Park,60618,(773) 478-1410,07/12/2014 08:30:00 PM,07/12/2014 10:26:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Avondale/,http://www.chicagoparkdistrict.com/parks/Avondale-Park/,Avondale,Yes,PG,"3516 W School St Chicago, IL 60618
Chicago, IL 60618
(41.94095993, -87.71347809)",39,22,21538,138,12,15
Movies in the Parks at Margate,Star Trek: Into Darkness,Margate Park Fieldhouse,60640,(312) 742-7522 ,07/31/2014 08:30:00 PM,07/31/2014 10:39:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Margate/,http://www.chicagoparkdistrict.com/parks/Margate-Park-Fieldhouse/,Uptown,Yes,PG-13,"4921 N. Marine Drive Chicago IL 60640
Chicago, IL 60640
(41.97209549, -87.64978027)",15,31,22616,635,16,40
Movies in the Parks at Cricket Hill,,Lincoln Park,60614,(312) 742-7726 ,07/07/2014 08:30:00 PM,07/07/2014 09:48:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cricket-Hill5/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,,,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Fuller,Despicable Me 2,Fuller Park,60609,(312) 747-6144,07/24/2014 08:30:00 PM,07/24/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Fuller1/,http://www.chicagoparkdistrict.com/parks/Fuller-Park/,Fuller Park,Yes,PG,"331 W. 45th St Chicago IL 60609
Chicago, IL 60609
(41.81225204, -87.63460541)",37,3,14924,189,9,12
Movies in the Parks at Wilson (John P.),Roman Holiday,Wilson (John P.) Park,60608,(312) 747-7002,08/14/2014 08:00:00 PM,08/14/2014 09:59:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wilson-John-P1/,http://www.chicagoparkdistrict.com/parks/Wilson-John-P-Park/,Bridgeport,No,NR,"1122 W 34th Pl Chicago, IL 60608
Chicago, IL 60608
(41.83158493, -87.65431976)",43,58,14920,171,48,26
Movies in the Parks at Sheridan,The Little Rascals,Sheridan Park,60607,(312) 746-5369,07/21/2014 08:30:00 PM,07/21/2014 09:53:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sheridan/,http://www.chicagoparkdistrict.com/parks/Sheridan-Park/,Near West Side,Yes,PG,"910 S. Aberdeen St. Chicago IL 60607
Chicago, IL 60607
(41.87052536, -87.65449524)",44,29,14917,87,26,8
Movies in the Parks at Gross,Man of Steel,Gross Park,60625,(312) 742-7528,07/05/2014 08:30:00 PM,07/05/2014 10:58:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gross2/,http://www.chicagoparkdistrict.com/parks/Gross-Park/,Lincoln Square,Yes,PG-13,"2708 W. Lawrence Ave. Chicago IL 60625
Chicago, IL 60625
(41.96857834, -87.6966095)",20,6,21849,28,24,46
Movies in the Parks at Chippewa,Despicable Me 2,Chippewa Park,60645,(773) 761-0380 ,08/12/2014 08:00:00 PM,08/12/2014 09:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chippewa1/,http://www.chicagoparkdistrict.com/parks/Chippewa-Park/,West Ridge,Yes,PG,"6748 N Sacramento Ave Chicago, IL 60645
Chicago, IL 60645
(42.00387573, -87.7046051)",12,20,22528,32,27,42
Movies in the Parks at Pulaski,Gravity,Pulaski Park,60642,(312) 742-7559,06/14/2014 09:00:00 PM,06/14/2014 10:31:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pulaski1/,http://www.chicagoparkdistrict.com/parks/Pulaski-Park/,West Town,Yes,PG-13,"1419 W. Blackhawk St. Chicago IL 60642
Chicago, IL 60642
(41.90703583, -87.66342163)",49,25,22620,483,11,16
Movies in the Parks at Rosedale,Man of Steel,Rosedale Park,60646,(773) 631-7156,08/07/2014 08:00:00 PM,08/07/2014 10:28:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rosedale/,http://www.chicagoparkdistrict.com/parks/Rosedale-Park/,Norwood Park,Yes,PG-13,"6312 W. Rosedale Ave. Chicago IL 60646
Chicago, IL 60646
(41.9884491, -87.7857132)",18,36,22532,656,50,20
Movies in the Parks at South Shore,Car Wash,South Shore Cultural Center,60649,(773) 256-0149,08/20/2014 08:00:00 PM,08/20/2014 09:37:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore5/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,Yes,PG,"7059 S. South Shore Dr. Chicago IL 60649
Chicago, IL 60649
(41.76674652, -87.56651306)",24,39,22538,142,33,32
Movies in the Parks at DuSable Museum,Fat Albert ,Washington Park,60637,(773) 256-1248,06/21/2014 09:00:00 PM,06/21/2014 10:33:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-DuSable-Museum1/,http://www.chicagoparkdistrict.com/parks/washington-park/,Washington Park,Yes,PG,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)",60,7,22260,401,4,53
