 EventName , MovieName,ParkName, ZipCode, Phone, StartDate, EndDate, ContactName, ContactEmail, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Night Out: Movies in the Parks at Bartelme,Maleficent,"Bartelme, Mary Park",60607,(312) 746-5494 ,06/30/2015 08:30:00 PM,06/30/2015 10:07:00 PM,Tony Fitzgerald  (Union),tony.fitzgerald@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bartelme3/,http://www.chicagoparkdistrict.com/parks/Bartelme-Mary-Park/,Near West Side,Yes,PG,"115 S Sangamon St Chicago, IL 60607
Chicago, IL 60607
(41.88024521, -87.65080261)",44,29,14917,91,26,48
Night Out: Movies in the Parks at White (WB),The Lego Movie,White (Willye B.) Park,60626,(773) 262-5051,08/26/2015 08:00:00 PM,08/26/2015 09:40:00 PM,Valerie Lyons,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-White-WB/,http://www.chicagoparkdistrict.com/parks/white-willye-b-park/,Rogers Park,Yes,PG,"1610 W. Howard Chicago IL 60626
Chicago, IL 60626
(42.01991653, -87.67008972)",9,10,21853,340,5,3
Night Out: Movies in the Parks at Ridge,Dolphin Tale 2,Ridge Park,60643,(312) 747-6640,06/19/2015 08:30:00 PM,06/19/2015 10:17:00 PM,Ed Affolter,Ed.Affolter@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ridge1/,http://www.chicagoparkdistrict.com/parks/Ridge-Park/,Beverly,Yes,PG,"9625 S. Longwood Dr., Chicago IL 60643
Chicago, IL 60643
(41.71934128, -87.6676712)",13,71,22212,628,42,33
Night Out: Movies in the Parks at Portage,Big Hero 6,Portage Park,60641,(773) 685-7235,07/29/2015 08:30:00 PM,07/29/2015 10:30:00 PM,Gonzalo Reyes,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Portage2/,http://www.chicagoparkdistrict.com/parks/Portage-Park/,Portage Park,N/A,PG,"4100 N Long Ave Chicago, IL 60641
Chicago, IL 60641
(41.95508957, -87.76216125)",21,15,22618,260,19,25
Night Out: Movies in the Parks at Rosenblum,Maleficent,Rosenblum Park,60617,(312) 747-7661,08/30/2015 08:00:00 PM,08/30/2015 09:37:00 PM,TBD,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rosenblum/,http://www.chicagoparkdistrict.com/parks/Rosenblum-Park/,South Chicago,Yes,PG,"7547 S. Euclid Ave. Chicago IL 60617
Chicago, IL 60617
(41.74887085, -87.57470703)",25,42,21202,507,35,9
Night Out: Movies in the Parks at Kells,The Croods,Kells Playground Park,60624,(312) 742-7544,07/22/2015 08:30:00 PM,07/22/2015 10:08:00 PM,Jamal Burton  (Augusta Park),jamal.burton@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kells/,http://www.chicagoparkdistrict.com/parks/Kells-Playground-Park/,Humboldt Park,Yes,PG,"3201 W. Chicago Ave. Chicago IL 60624
Chicago, IL 60624
(41.89552689, -87.7065506)",28,24,21560,177,46,41
Night Out: Movies in the Parks at Hiawatha,The Goonies,Hiawatha Park,60634,(312) 746-5559 ,07/19/2015 08:30:00 PM,07/19/2015 10:24:00 PM,Larry Krawetz,lawrence.krawetz@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hiawatha/,http://www.chicagoparkdistrict.com/parks/Hiawatha-Park/,Dunning,Yes,PG,"8029 W. Forest Preserve Dr. Chicago IL 60634
Chicago, IL 60634
(41.94418716, -87.82727814)",52,17,22254,413,19,39
Night Out: Movies in the Parks at Meyering,X-Men: Days of Future Past,Meyering Playground Park,60619,(312) 747-6545,08/07/2015 08:00:00 PM,08/07/2015 10:11:00 PM,Solomon Smith,solomon.smith@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Meyering2/,http://www.chicagoparkdistrict.com/parks/Meyering-Playground-Park/,Greater Grand Crossing,Yes,PG-13,"7140 S. Martin Luther King Dr. Chicago IL 60619
Chicago, IL 60619
(41.76466751, -87.61575317)",61,67,21546,474,32,31
Night Out: Movies in the Parks at Chase,Footloose,Chase Park,60640,(312) 742-7518,06/25/2015 08:30:00 PM,06/25/2015 10:30:00 PM,Katie Fearon-Peon,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chase2/,http://www.chicagoparkdistrict.com/parks/Chase-Park/,Uptown,N/A,PG,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)",15,31,22616,559,18,13
Night Out: Movies in the Parks at Bartelme,Jurassic Park,"Bartelme, Mary Park",60607,(312) 746-5494 ,08/04/2015 08:00:00 PM,08/04/2015 10:07:00 PM,Tony Fitzgerald  (Union),tony.fitzgerald@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bartelme4/,http://www.chicagoparkdistrict.com/parks/Bartelme-Mary-Park/,Near West Side,Yes,PG-13,"115 S Sangamon St Chicago, IL 60607
Chicago, IL 60607
(41.88024521, -87.65080261)",44,29,14917,91,26,48
Night Out: Movies in the Parks at Webster,Paddington,Daniel Webster Park,60605,(312) 257-4486,07/21/2015 08:30:00 PM,07/21/2015 10:05:00 PM,Sarah Unz   (Chicago Women's),sarah.unz@chicagopakdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Webster2/,http://www.chicagoparkdistrict.com/parks/daniel-webster-park/,Near South Side,Yes,PG,"1401 S Indiana Ave Chicago, IL 60605
Chicago, IL 60605
(41.86395645, -87.62201691)",35,34,14913,374,9,48
Night Out: Movies in the Parks at H Washington,Singin' in the Rain,Harold Washington Playlot Park,60615,(312) 747-6620 ,08/18/2015 08:00:00 PM,08/18/2015 09:43:00 PM,Jackson Park,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-H-Washington/,http://www.chicagoparkdistrict.com/parks/Harold-Washington-Playlot-Park/,Hyde Park,Yes,G,"5200 S. Hyde Park Blvd. Chicago IL 60615
Chicago, IL 60615
(41.80065536, -87.58443451)",10,8,21192,405,33,1
Night Out: Movies in the Parks at Wicker,Dead Poets Society,Wicker Park,60622,(312) 742-7553,08/27/2015 08:00:00 PM,08/27/2015 10:08:00 PM,"Claribel ""Clare"" Rodriguez",claribel.rodriguez@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker11/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Night Out: Movies in the Parks at Wicker,Mrs. Doubtfire,Wicker Park,60622,(312) 742-7553,07/09/2015 08:30:00 PM,07/09/2015 10:35:00 PM,"Claribel ""Clare"" Rodriguez",claribel.rodriguez@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker8/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,,,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Night Out: Movies in the Parks at Olympia,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Olympia Park,60631,(773) 631-6861,06/24/2015 08:00:00 PM,06/24/2015 09:20:00 PM,Jim Ziaja,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Olympia1/,http://www.chicagoparkdistrict.com/parks/Olympia-Park/,Edison Park,N/A,PG,"6566 N. Avondale Ave. Chicago IL 60631
Chicago, IL 60631
(41.99970245, -87.81498718)",17,77,22243,655,29,34
Night Out: Movies in the Parks at Adams Playground,A Bug's Life,Adams Playground Park,60614,(312) 742-7787,08/11/2015 08:15:00 PM,08/11/2015 09:50:00 PM,Maureen Belling,maureen.belling@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Adams-Playground/,http://www.chicagoparkdistrict.com/parks/Adams-Playground-Park/,Lincoln Park,N/A,G,"1919 N Seminary Ave Chicago, IL 60614
Chicago, IL 60614
(41.91665268, -87.65535736)",16,68,21190,168,34,16
Night Out: Movies in the Parks at Harrison,Frozen,Harrison Park,60608,(312) 746-5491,08/13/2015 08:00:00 PM,08/13/2015 09:48:00 PM,Tony Gonzales,tony.gonzales@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison7/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,Yes,PG,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)",43,33,14920,343,26,8
Night Out: Movies in the Parks at Ellis,The Boxtrolls,Ellis (Samuel) Park,60653,(312) 656 - 0423 ,07/02/2015 08:30:00 PM,07/02/2015 10:06:00 PM,Christopher Zorich,christopher.zorich@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis6/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)",36,2,4301,221,10,1
Night Out: Movies in the Parks at West Lawn,UP,West Lawn Park,60629,(773) 284-2803,08/04/2015 08:30:00 PM,08/04/2015 10:30:00 PM,Paul Pope,paul.pope@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Lawn3/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,N/A,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)",58,63,21867,6,15,23
Night Out: Movies in the Parks at Montgomery Ward,The Fugitive,"Ward, A. Montgomery Park",60606,(312) 742-7895,07/28/2015 08:30:00 PM,07/28/2015 10:40:00 PM,Joyce Freeman-Herron,joyce.herron@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward17/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Night Out: Movies in the Parks at Independence,Back to the Future Part II,Independence Park,60618,(773) 478-3538,06/12/2015 08:30:00 PM,06/12/2015 10:30:00 PM,Julie Thompson,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Independence1/,http://www.chicagoparkdistrict.com/parks/Independence-Park/,Irving Park,N/A,PG,"3945 N. Springfield Ave. Chicago IL 60618
Chicago, IL 60618
(41.95268631, -87.72504425)",39,16,21538,326,50,28
Night Out: Movies in the Parks at West Pullman,Get On Up,West Pullman Park,60628,(312) 747-7090,07/23/2015 08:30:00 PM,07/23/2015 10:49:00 PM,Sandra Thomas,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Pullman2/,http://www.chicagoparkdistrict.com/parks/West-Pullman-Park/,West Pullman,Yes,PG-13,"401 W. 123rd St. Chicago IL 60628
Chicago, IL 60628
(41.67062378, -87.63065338)",19,50,21861,7,22,45
Night Out: Movies in the Parks at Lindblom,Annie (2014),Lindblom Park,60636,(312) 747-6443,08/06/2015 08:30:00 PM,08/06/2015 10:30:00 PM,Maceo Johnson,maceo.johnson@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lindblom2/,http://www.chicagoparkdistrict.com/parks/Lindblom-Park/,"Englewood, West Englewood",N/A,PG,"6054 S. Damen Ave. Chicago IL 60636
Chicago, IL 60636
(41.78319931, -87.6741333)",23,65,22257,274,2,44
Night Out: Movies in the Parks at Wicker,Night at the Museum ,Wicker Park,60622,(312) 742-7553,06/18/2015 08:00:00 PM,06/18/2015 09:48:00 PM,"Claribel ""Clare"" Rodriguez",claribel.rodriguez@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker7/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,Yes,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Night Out: Movies in the Parks at Belmont Harbor,Dial M for Murder,Lincoln Park,60614,(312) 742-7726 ,06/15/2015 08:30:00 PM,06/15/2015 10:15:00 PM,Lauren Quinn,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Belmont-Harbor4/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Night Out: Movies in the Parks at Wolfe,The Giver,Wolfe Playground Park,60617,(312) 747-7005,06/10/2015 08:00:00 PM,06/10/2015 10:00:00 PM,TBA,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wolfe/,http://www.chicagoparkdistrict.com/parks/Wolfe-Playground-Park/,East Side,N/A,PG-13,"3325 E. 108th St. Chicago IL 60617
Chicago, IL 60617
(41.69897461, -87.54348755)",25,49,21202,602,47,47
Night Out: Movies in the Parks at Kennicott,Maleficent,Kennicott Park,60653,(312) 747-7138,08/01/2015 08:00:00 PM,08/01/2015 09:37:00 PM,Renee Shepherd,renee.shepherd@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kennicott2/,http://www.chicagoparkdistrict.com/parks/Kennicott-Park/,Kenwood,Yes,PG,"4434 S. Lake Park Ave. Chicago IL 60653
Chicago, IL 60653
(41.81412125, -87.59686279)",36,5,4301,450,10,1
